=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.26 15:36:44 =~=~=~=~=~=~=~=~=~=~=~=
Millis, Current, Temp., VoltageB-0.12, STANDBY, NONE
12710, 509, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12720, 510, 25.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12730, 510, 24.00, 15.40, -0.38, ALARM, LOW_FC_CURRENT
12740, 510, 24.00, 15.42, -0.38, ALARM, LOW_FC_CURRENT
12750, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
12760, 510, 25.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12770, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
12780, 509, 25.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12790, 509, 25.00, 15.42, -0.40, ALARM, LOW_FC_CURRENT
12800, 509, 24.00, 15.40, -0.40, ALARM, LOW_FC_CURRENT
12810, 509, 25.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
12820, 509, 25.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
12830, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
12840, 508, 24.00, 15.40, -0.40, ALARM, LOW_FC_CURRENT
12850, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
12860, 506, 24.00, 15.42, -0.40, ALARM, LOW_FC_CURRENT
12870, 507, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12880, 508, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
12890, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
12900, 510, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
12910, 509, 25.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12920, 509, 24.00, 15.40, -0.38, ALARM, LOW_FC_CURRENT
12930, 507, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
12940, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
12950, 510, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
12960, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
12971, 509, 24.00, 15.40, -0.40, ALARM, LOW_FC_CURRENT
12981, 509, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12991, 510, 24.00, 15.37, -0.40, ALARM, LOW_FC_CURRENT
13001, 509, 25.00, 15.40, -0.40, ALARM, LOW_FC_CURRENT
13011, 509, 25.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
13021, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13031, 509, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
13041, 509, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
13051, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13061, 507, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13071, 509, 24.00, 15.37, -0.38, ALARM, LOW_FC_CURRENT
13081, 509, 24.00, 15.37, -0.38, ALARM, LOW_FC_CURRENT
13091, 509, 24.00, 15.42, -0.38, ALARM, LOW_FC_CURRENT
13101, 508, 24.00, 15.40, -0.38, ALARM, LOW_FC_CURRENT
13111, 509, 25.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
13121, 509, 25.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
13131, 507, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13142, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13152, 507, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
13162, 508, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13172, 509, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
13182, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13192, 510, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
13202, 509, 25.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13212, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13222, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13232, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13242, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13252, 508, 24.00, 15.37, -0.38, ALARM, LOW_FC_CURRENT
13262, 507, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13272, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13282, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13292, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13302, 510, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13312, 508, 24.00, 15.40, -0.38, ALARM, LOW_FC_CURRENT
13322, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13332, 509, 25.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13342, 510, 24.00, 15.40, -0.40, ALARM, LOW_FC_CURRENT
13352, 507, 24.00, 15.40, -0.40, ALARM, LOW_FC_CURRENT
13362, 507, 24.00, 15.40, -0.40, ALARM, LOW_FC_CURRENT
13372, 508, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13382, 509, 25.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13392, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13402, 510, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
13412, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13422, 510, 25.00, 15.42, -0.38, ALARM, LOW_FC_CURRENT
13432, 509, 25.00, 15.40, -0.38, ALARM, LOW_FC_CURRENT
13442, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13452, 508, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13462, 508, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13472, 508, 24.00, 15.40, -0.38, ALARM, LOW_FC_CURRENT
13483, 508, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13493, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
13503, 510, 25.00, 15.40, -0.40, ALARM, LOW_FC_CURRENT
13513, 507, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13523, 507, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13533, 509, 25.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
13543, 509, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
13553, 508, 24.00, 15.37, -0.41, ALARM, LOW_FC_CURRENT
13563, 507, 24.00, 15.40, -0.40, ALARM, LOW_FC_CURRENT
13573, 509, 24.00, 15.37, -0.40, ALARM, LOW_FC_CURRENT
13583, 509, 25.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13593, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13603, 510, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13613, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13623, 507, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13633, 509, 24.00, 15.40, -0.40, ALARM, LOW_FC_CURRENT
13643, 509, 24.00, 15.37, -0.40, ALARM, LOW_FC_CURRENT
13654, 509, 25.00, 15.40, -0.40, ALARM, LOW_FC_CURRENT
13664, 509, 25.00, 15.37, -0.40, ALARM, LOW_FC_CURRENT
13674, 509, 25.00, 15.37, -0.40, ALARM, LOW_FC_CURRENT
13684, 509, 25.00, 15.37, -0.40, ALARM, LOW_FC_CURRENT
13694, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13704, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13714, 509, 25.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13724, 508, 24.00, 15.37, -0.38, ALARM, LOW_FC_CURRENT
13734, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13744, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
13754, 509, 25.00, 15.40, -0.40, ALARM, LOW_FC_CURRENT
13764, 509, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
13774, 509, 24.00, 15.37, -0.40, ALARM, LOW_FC_CURRENT
13784, 509, 25.00, 15.37, -0.40, ALARM, LOW_FC_CURRENT
13794, 509, 24.00, 15.37, -0.40, ALARM, LOW_FC_CURRENT
13804, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13814, 509, 24.00, 15.37, -0.38, ALARM, LOW_FC_CURRENT
13824, 507, 25.00, 15.42, -0.38, ALARM, LOW_FC_CURRENT
13834, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13844, 508, 25.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13854, 509, 25.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
13864, 509, 25.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
13874, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13884, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13894, 507, 24.00, 15.37, -0.38, ALARM, LOW_FC_CURRENT
13904, 508, 24.00, 15.37, -0.38, ALARM, LOW_FC_CURRENT
13914, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
13924, 509, 25.00, 15.37, -0.40, ALARM, LOW_FC_CURRENT
13934, 510, 24.00, 15.37, -0.40, ALARM, LOW_FC_CURRENT
13944, 508, 24.00, 15.40, -0.40, ALARM, LOW_FC_CURRENT
13954, 510, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13964, 509, 25.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13974, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13984, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
13995, 509, 25.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
14005, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14015, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14025, 508, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14035, 507, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14045, 509, 25.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14055, 510, 25.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14065, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
14075, 508, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
14085, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14095, 509, 25.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14105, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14115, 508, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14125, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14135, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14145, 510, 24.00, 15.37, -0.38, ALARM, LOW_FC_CURRENT
14155, 509, 24.00, 15.35, -0.38, ALARM, LOW_FC_CURRENT
14166, 507, 24.00, 15.35, -0.38, ALARM, LOW_FC_CURRENT
14176, 509, 24.00, 15.37, -0.38, ALARM, LOW_FC_CURRENT
14186, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14196, 508, 25.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14206, 509, 25.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14216, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14226, 509, 25.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14236, 509, 25.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14246, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14256, 509, 24.00, 15.37, -0.38, ALARM, LOW_FC_CURRENT
14266, 508, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14276, 508, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14286, 507, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14296, 509, 25.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14306, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14316, 509, 25.00, 15.37, -0.40, ALARM, LOW_FC_CURRENT
14326, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14336, 510, 25.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
14346, 507, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14356, 507, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14366, 507, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14376, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14386, 508, 25.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
14396, 510, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
14406, 509, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
14416, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14426, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14436, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14446, 510, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14456, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
14466, 508, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14476, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14486, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14496, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14507, 510, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14517, 507, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14527, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14537, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14547, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14557, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
14567, 509, 24.00, 15.37, -0.40, ALARM, LOW_FC_CURRENT
14577, 509, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
14587, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14597, 507, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14607, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14617, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14627, 508, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
14637, 508, 25.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
14647, 509, 25.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14657, 510, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
14667, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14678, 509, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
14688, 507, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14698, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
14708, 508, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
14718, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
14728, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14738, 509, 24.00, 15.37, -0.38, ALARM, LOW_FC_CURRENT
14748, 510, 24.00, 15.35, -0.38, ALARM, LOW_FC_CURRENT
14758, 507, 24.00, 15.35, -0.38, ALARM, LOW_FC_CURRENT
14768, 507, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14778, 508, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
14788, 507, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14798, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14808, 508, 24.00, 15.37, -0.40, ALARM, LOW_FC_CURRENT
14818, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
14828, 510, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
14838, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14848, 509, 24.00, 15.35, -0.38, ALARM, LOW_FC_CURRENT
14858, 509, 24.00, 15.35, -0.38, ALARM, LOW_FC_CURRENT
14868, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14878, 509, 24.00, 15.29, -0.41, ALARM, LOW_FC_CURRENT
14888, 509, 24.00, 15.29, -0.41, ALARM, LOW_FC_CURRENT
14898, 509, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
14908, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14918, 506, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
14928, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14938, 508, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14948, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14958, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
14968, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
14978, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
14988, 509, 24.00, 15.35, -0.38, ALARM, LOW_FC_CURRENT
14998, 509, 24.00, 15.35, -0.38, ALARM, LOW_FC_CURRENT
15008, 508, 24.00, 15.35, -0.38, ALARM, LOW_FC_CURRENT
15019, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
15029, 510, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
15039, 509, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
15049, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
15059, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
15069, 510, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
15079, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
15089, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
15099, 509, 25.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
15109, 510, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
15119, 509, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
15129, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
15139, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
15149, 509, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
15159, 509, 25.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
15169, 509, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
15179, 510, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
15190, 509, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
15200, 509, 25.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
15210, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
15220, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
15230, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15240, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15250, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
15260, 509, 25.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
15270, 510, 24.00, 15.35, -0.38, ALARM, LOW_FC_CURRENT
15280, 509, 24.00, 15.32, -0.38, ALARM, LOW_FC_CURRENT
15290, 508, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15300, 509, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
15310, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
15320, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15330, 506, 25.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
15340, 508, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
15350, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
15360, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
15370, 510, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15380, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15390, 507, 25.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
15400, 509, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
15410, 509, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
15420, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
15430, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15440, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15450, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
15460, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
15470, 507, 25.00, 15.37, -0.38, ALARM, LOW_FC_CURRENT
15480, 510, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
15490, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
15500, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
15510, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
15520, 509, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
15531, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
15541, 510, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
15551, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15561, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15571, 506, 24.00, 15.32, -0.38, ALARM, LOW_FC_CURRENT
15581, 507, 25.00, 15.37, -0.38, ALARM, LOW_FC_CURRENT
15591, 508, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15601, 509, 24.00, 15.27, -0.39, ALARM, LOW_FC_CURRENT
15611, 509, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
15621, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15631, 509, 25.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
15641, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
15651, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
15661, 507, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
15671, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
15681, 508, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
15691, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
15702, 509, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
15712, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
15722, 509, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
15732, 508, 24.00, 15.35, -0.41, ALARM, LOW_FC_CURRENT
15742, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
15752, 508, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
15762, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
15772, 507, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15782, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
15792, 510, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
15802, 508, 24.00, 15.35, -0.41, ALARM, LOW_FC_CURRENT
15812, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
15822, 509, 25.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
15832, 510, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
15842, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
15852, 508, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15862, 508, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15872, 510, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
15882, 509, 24.00, 15.32, -0.41, ALARM, LOW_FC_CURRENT
15892, 509, 24.00, 15.27, -0.41, ALARM, LOW_FC_CURRENT
15902, 509, 24.00, 15.32, -0.41, ALARM, LOW_FC_CURRENT
15912, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
15922, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15932, 510, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15942, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
15952, 508, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15962, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
15972, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
15982, 509, 25.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
15992, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16002, 509, 24.00, 15.29, -0.40, ALARM, LOW_FC_CURRENT
16012, 509, 24.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
16022, 508, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
16032, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
16043, 510, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
16053, 507, 25.00, 15.35, -0.40, ALARM, LOW_FC_CURRENT
16063, 507, 25.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16073, 509, 25.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16083, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
16093, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
16103, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
16113, 509, 24.00, 15.29, -0.38, ALARM, LOW_FC_CURRENT
16123, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
16133, 510, 24.00, 15.29, -0.38, ALARM, LOW_FC_CURRENT
16143, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
16153, 509, 24.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
16163, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16173, 509, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
16183, 509, 25.00, 15.32, -0.38, ALARM, LOW_FC_CURRENT
16193, 508, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
16203, 507, 24.00, 15.32, -0.38, ALARM, LOW_FC_CURRENT
16214, 509, 24.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
16224, 508, 24.00, 15.32, -0.39, ALARM, LOW_FC_CURRENT
16234, 510, 24.00, 15.27, -0.40, ALARM, LOW_FC_CURRENT
16244, 509, 24.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16254, 510, 25.00, 15.32, -0.40, ALARM, LOW_FC_CURRENT
16264, 510, 25.00, 15.29, -0.39, ALARM, LOW_FC_CURRENT
16274, 509, 25.00, 15.35, -0.39, ALARM, LOW_FC_CURRENT
