=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.26 10:51:08 =~=~=~=~=~=~=~=~=~=~=~=
Millis, Current, Temp., Voltage, Pr23.00, 16.28, 0.75, ALARM, HIGH_FC_PRES
2741, 0.00, 23.00, 17.49, 0.72, ALARM, HIGH_FC_PRES
2751, 0.39, 24.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
2761, 0.39, 23.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
2771, 0.39, 24.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
2781, 0.39, 23.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
2791, 0.39, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
2801, 0.39, 24.00, 17.49, 0.72, ALARM, HIGH_FC_PRES
2811, 0.39, 24.00, 17.49, 0.72, ALARM, HIGH_FC_PRES
2821, 0.39, 23.00, 17.49, 0.72, ALARM, HIGH_FC_PRES
2831, 0.39, 24.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
2841, 0.39, 24.00, 17.49, 0.72, ALARM, HIGH_FC_PRES
2851, 0.00, 24.00, 17.49, 0.72, ALARM, HIGH_FC_PRES
2861, 0.39, 24.00, 17.49, 0.72, ALARM, HIGH_FC_PRES
2871, 0.39, 24.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2881, 0.39, 23.00, 17.49, 0.72, ALARM, HIGH_FC_PRES
2891, 0.39, 23.00, 17.49, 0.72, ALARM, HIGH_FC_PRES
2902, 0.39, 24.00, 17.49, 0.72, ALARM, HIGH_FC_PRES
2912, 0.00, 23.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
2922, 0.39, 24.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
2932, 0.39, 23.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2942, 0.39, 23.00, 17.49, 0.72, ALARM, HIGH_FC_PRES
2952, 0.00, 24.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
2962, 0.39, 24.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
2972, 0.39, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
2982, 0.39, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
2992, 0.39, 23.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
3002, 0.39, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3012, 0.39, 23.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
3022, 0.00, 23.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
3032, 0.78, 24.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
3042, 0.39, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3052, 0.39, 23.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
3062, 0.39, 23.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
3072, 0.39, 24.00, 17.47, 0.71, ALARM, HIGH_FC_PRES
3082, 0.78, 24.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
3092, 0.39, 24.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
3102, 0.39, 23.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3112, 0.39, 24.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
3122, 0.39, 24.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
3132, 0.39, 23.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
3142, 0.39, 23.00, 17.47, 0.71, ALARM, HIGH_FC_PRES
3152, 0.39, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3162, 0.39, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3172, 0.39, 23.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
3182, 0.39, 23.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3192, 0.39, 23.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3202, 0.39, 24.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
3212, 0.39, 23.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
3222, 0.39, 24.00, 17.49, 0.72, ALARM, HIGH_FC_PRES
3232, 0.00, 23.00, 17.49, 0.72, ALARM, HIGH_FC_PRES
3243, 0.39, 24.00, 17.52, 0.72, ALARM, HIGH_FC_PRES
3253, 0.39, 24.00, 17.52, 0.72, ALARM, HIGH_FC_PRES
3263, 0.78, 24.00, 17.52, 0.72, ALARM, HIGH_FC_PRES
3273, 0.39, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3283, 0.78, 23.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
3293, 0.39, 23.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3303, 0.39, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3313, 0.39, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3323, 0.78, 23.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
3333, 0.39, 23.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
3343, 0.39, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3353, 0.39, 23.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3363, 0.78, 23.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3373, 0.39, 23.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3383, 0.39, 23.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
3393, 0.39, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3403, 0.39, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3414, 0.00, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3424, 0.39, 24.00, 17.55, 0.71, ALARM, HIGH_FC_PRES
3434, 0.39, 23.00, 17.49, 0.71, ALARM, HIGH_FC_PRES
3444, 0.39, 23.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3454, 0.39, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3464, 0.78, 24.00, 17.55, 0.71, ALARM, HIGH_FC_PRES
3474, 0.39, 23.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3484, 0.39, 23.00, 17.55, 0.71, ALARM, HIGH_FC_PRES
3494, 0.00, 23.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3504, 0.39, 24.00, 17.55, 0.71, ALARM, HIGH_FC_PRES
3514, 0.39, 23.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3524, 0.39, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3534, 0.39, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3544, 0.39, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3554, 0.39, 23.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3564, 0.78, 24.00, 17.52, 0.71, ALARM, HIGH_FC_PRES
3574, 0.39, 24.00, 17.52, 0.72, ALARM, HIGH_FC_PRES
3584, 0.39, 23.00, 17.49, 0.72, ALARM, HIGH_FC_PRES
